evidence_source_id,pmid,doi,title,pubYear,journalTitle,query_ids,screen_decision,screen_reason,screener,screen_date,notes
EPMC-0261,41675661,10.15302/j-qb-022-0322,Computational methods for identifying enhancer-promoter interactions.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0262,37894458,10.3390/cancers15205091,Computed Tomography-Based Quantitative Texture Analysis and Gut Microbial Community Signatures Predict Survival in Non-Small Cell Lung Cancer.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0263,37998782,10.3390/antibiotics12111580,Current Uses and Future Perspectives of Genomic Technologies in Clinical Microbiology.,2023,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0264,37892067,10.3390/diagnostics13203246,Current and Future Technologies for the Detection of Antibiotic-Resistant Bacteria.,2023,,Q3_amr_core,pending,,,,
EPMC-0265,38058296,10.1016/j.csbj.2023.11.025,DNABERT-based explainable lncRNA identification in plant genome assemblies.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0266,36214500,10.1093/protein/gzac009,Data-driven enzyme engineering to identify function-enhancing enzymes.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0267,38379956,10.3389/fcimb.2023.1306368,Deciphering complex antibiotic resistance patterns in <i>Helicobacter pylori</i> through whole genome sequencing and machine learning.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0268,36683406,10.1093/gbe/evad008,Deep Learning in Population Genetics.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0269,38681776,10.55730/1300-0152.2671,Deep learning in bioinformatics.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0270,36944780,10.1038/s41598-023-31210-w,DeepGeni: deep generalized interpretable autoencoder elucidates gut microbiota for better cancer immunotherapy.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0271,37914524,10.24272/j.issn.2095-8137.2023.246,Design methods for antimicrobial peptides with improved performance.,2023,,Q3_amr_core,pending,,,,
EPMC-0272,37199638,10.1128/jcm.01751-22,Direct Detection of Carbapenemase-Producing Klebsiella pneumoniae by MALDI-TOF Analysis of Full Spectra Applying Machine Learning.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0273,37823665,10.1128/jcm.00617-23,Direct prediction of carbapenem resistance in <i>Pseudomonas aeruginosa</i> by whole genome sequencing and metagenomic sequencing.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0274,37721704,10.1007/s10096-023-04665-y,Discrimination between hypervirulent and non-hypervirulent ribotypes of Clostridioides difficile by MALDI-TOF mass spectrometry and machine learning.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0275,36151458,10.1038/s41396-022-01315-7,"Dissecting microbial communities and resistomes for interconnected humans, soil, and livestock.",2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0276,37079456,10.1099/mgen.0.000989,"Dissecting the genotypic features of a fluoroquinolone-resistant <i>Pseudomonas aeruginosa</i> ST316 sublineage causing ear infections in Shanghai, China.",2023,,Q3_amr_core,pending,,,,
EPMC-0277,36602317,10.1128/msystems.00576-22,Dynamics of Microbial Community and Potential Microbial Pollutants in Shopping Malls.,2023,,Q3_amr_core,pending,,,,
EPMC-0278,36785930,10.7554/elife.77015,"Ecology, more than antibiotics consumption, is the major predictor for the global distribution of aminoglycoside-modifying enzymes.",2023,,Q3_amr_core,pending,,,,
EPMC-0279,36937306,10.3389/fmicb.2023.1157559,Editorial: Evolution and genomics of the <i>Mycobacterium tuberculosis</i> complex.,2023,,Q3_amr_core,pending,,,,
EPMC-0280,36725215,10.1093/femsre/fuad003,Elucidating the functional roles of prokaryotic proteins using big data and artificial intelligence.,2023,,Q3_amr_core,pending,,,,
EPMC-0281,37392596,10.1016/j.ebiom.2023.104681,Empirically derived sequence similarity thresholds to study the genomic epidemiology of plasmids shared among healthcare-associated bacterial pathogens.,2023,,Q3_amr_core,pending,,,,
EPMC-0282,36839496,10.3390/pathogens12020223,"Evaluation of Genomic Typing Methods in the <i>Salmonella</i> Reference Laboratory in Public Health, England, 2012-2020.",2023,,Q3_amr_core,pending,,,,
EPMC-0283,36738712,10.1016/j.compbiomed.2023.106619,Explainable artificial intelligence model for identifying COVID-19 gene biomarkers.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0284,37537271,10.1038/s42003-023-05174-6,Extensive screening reveals previously undiscovered aminoglycoside resistance genes in human pathogens.,2023,,Q3_amr_core,pending,,,,
EPMC-0285,37286882,10.1093/femsre/fuad030,From genotype to phenotype: computational approaches for inferring microbial traits relevant to the food industry.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0286,36795668,10.1371/journal.pone.0277575,GAMBIT (Genomic Approximation Method for Bacterial Identification and Tracking): A methodology to rapidly leverage whole genome sequencing of bacterial isolates for clinical identification.,2023,,Q3_amr_core,pending,,,,
EPMC-0287,38085234,10.1093/bioinformatics/btad747,GDmicro: classifying host disease status with GCN and deep adaptation network based on the human gut microbiome data.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0288,38008808,10.1007/s11883-023-01170-7,Gene Regulatory Networks in Coronary Artery Disease.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0289,37374909,10.3390/microorganisms11061407,Genetic Factors That Contribute to Antibiotic Resistance through Intrinsic and Acquired Bacterial Genes in Urinary Tract Infections.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0290,36912660,10.1128/spectrum.03598-22,Genome Analysis of Two &lt;i&gt;Pseudomonas syringae&lt;/i&gt; pv. &lt;i&gt;aptata&lt;/i&gt; Strains with Different Virulence Capacity Isolated from Sugar Beet: Features of Successful Pathogenicity in the Phyllosphere Microbiome.,2023,,Q3_amr_core,pending,,,,
EPMC-0291,37478018,10.1080/01652176.2023.2240389,"Genome analysis of clinical genotype <i>Vibrio vulnificus</i> isolated from seafood in Mangaluru Coast, India provides insights into its pathogenicity.",2023,,Q3_amr_core,pending,,,,
EPMC-0292,38155176,10.1038/s41598-023-49880-x,Genome analysis of triple phages that curtails MDR E. coli with ML based host receptor prediction and its evaluation.,2023,,Q3_amr_core,pending,,,,
EPMC-0293,38138010,10.3390/microorganisms11122866,Genome-Wide Association Studies (GWAS) Approaches for the Detection of Genetic Variants Associated with Antibiotic Resistance: A Systematic Review.,2023,,Q3_amr_core,pending,,,,
EPMC-0294,,10.1101/2023.08.31.23294545,Genomic Epidemiologic Investigation of a Multispecies Hospital Outbreak of NDM-5-Producing Enterobacterales Infections,2023,,Q3_amr_core,pending,,,,
EPMC-0295,37237786,10.3390/antibiotics12050883,Genomic Surveillance of <i>Salmonella</i> from the Comunitat Valenciana (Spain).,2023,,Q3_amr_core,pending,,,,
EPMC-0296,37272825,10.1128/jcm.00223-23,Getting the Most Out of Your Genome-Wide Association Study Using Polygenic Risk Scores.,2023,,Q3_amr_core,pending,,,,
EPMC-0297,36688698,10.1128/spectrum.04069-22,Glacier-Fed Stream Biofilms Harbor Diverse Resistomes and Biosynthetic Gene Clusters.,2023,,Q3_amr_core,pending,,,,
EPMC-0298,38001096,10.1038/s41467-023-43549-9,Global pathogenomic analysis identifies known and candidate genetic antimicrobial resistance determinants in twelve species.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0299,38115019,10.1186/s12911-023-02402-1,Gut microbiome-based machine learning for diagnostic prediction of liver fibrosis and cirrhosis: a systematic review and meta-analysis.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0300,38049420,10.1038/s41598-023-47748-8,Gut microbiomes of agropastoral children from the Adadle region of Ethiopia reflect their unique dietary habits.,2023,,Q3_amr_core,pending,,,,
EPMC-0301,36752380,10.1093/bib/bbad035,HGTphyloDetect: facilitating the identification and phylogenetic analysis of horizontal gene transfer.,2023,,Q3_amr_core,pending,,,,
EPMC-0302,37086432,10.1093/bioinformatics/btad283,HOTSPOT: hierarchical host prediction for assembled plasmid contigs with transformer.,2023,,Q3_amr_core,pending,,,,
EPMC-0303,37736708,10.1186/s12864-023-09667-w,Harmonization of supervised machine learning practices for efficient source attribution of Listeria monocytogenes based on genomic data.,2023,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0304,37702517,10.1128/msphere.00315-23,High-throughput functional trait testing for bacterial pathogens.,2023,,Q3_amr_core,pending,,,,
EPMC-0305,37125187,10.3389/fmicb.2023.1154620,Highly sensitive quantitative phase microscopy and deep learning aided with whole genome sequencing for rapid detection of infection and antimicrobial resistance.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0306,36789031,10.1093/nargab/lqad012,HyperVR: a hybrid deep ensemble learning approach for simultaneously predicting virulence factors and antibiotic resistance genes.,2023,,Q3_amr_core,pending,,,,
EPMC-0307,37184409,10.1128/msystems.00734-22,Identification of a Specific Biomarker of Acinetobacter baumannii Global Clone 1 by Machine Learning and PCR Related to Metabolic Fitness of ESKAPE Pathogens.,2023,,Q3_amr_core,pending,,,,
EPMC-0308,37676050,10.1002/cam4.6503,Identification of microbial markers associated with lung cancer based on multi-cohort 16 s rRNA analyses: A systematic review and meta-analysis.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0309,37553697,10.1186/s40168-023-01604-z,Identification of robust and generalizable biomarkers for microbiome-based stratification in lifestyle interventions.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0310,37667515,10.1093/femsre/fuad051,Illuminating the oral microbiome and its host interactions: recent advancements in omics and bioinformatics technologies in the context of oral microbiome research.,2023,,Q3_amr_core,pending,,,,
EPMC-0311,37856515,10.1371/journal.pone.0293169,Importance of mobile genetic elements for dissemination of antimicrobial resistance in metagenomic sewage samples across the world.,2023,,Q3_amr_core,pending,,,,
EPMC-0312,37736834,10.1038/s42003-023-05352-6,Improving genetic risk prediction across diverse population by disentangling ancestry representations.,2023,,Q3_amr_core,pending,,,,
EPMC-0313,37173615,10.1186/s12859-023-05294-0,Improving variant calling using population data and deep learning.,2023,,Q3_amr_core,pending,,,,
EPMC-0314,36868398,10.1016/j.jmb.2023.168036,In Silico Approaches for Prediction of Anti-CRISPR Proteins.,2023,,Q3_amr_core,pending,,,,
EPMC-0315,36882861,10.1186/s13099-023-00535-2,In-silico computational approaches to study microbiota impacts on diseases and pharmacotherapy.,2023,,Q3_amr_core,pending,,,,
EPMC-0316,39077042,10.1016/j.soh.2023.100045,Innovative applications of artificial intelligence in zoonotic disease management.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0317,38455360,10.3389/fmolb.2023.1298679,Integrating clinical and cross-cohort metagenomic features: a stable and non-invasive colorectal cancer and adenoma diagnostic model.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0318,38933564,10.1016/j.fmre.2022.01.037,Integration of artificial intelligence and multi-omics in kidney diseases.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0319,36350631,10.1093/nar/gkac1003,"Introducing the Bacterial and Viral Bioinformatics Resource Center (BV-BRC): a resource combining PATRIC, IRD and ViPR.",2023,,Q3_amr_core,pending,,,,
EPMC-0320,40134796,10.1089/phage.2023.0019,"Isolation and Complete Genome Sequencing of NS-I, a Lytic Bacteriophage Infecting Fish Pathogenic Strains of &lt;i&gt;Nocardia seriolae&lt;/i&gt;.",2023,,Q3_amr_core,pending,,,,
EPMC-0321,37932119,10.1093/cid/ciad539,Knowing and Naming: Phage Annotation and Nomenclature for Phage Therapy.,2023,,Q3_amr_core,pending,,,,
EPMC-0322,37050054,10.3390/plants12071428,LSPpred Suite: Tools for Leaderless Secretory Protein Prediction in Plants.,2023,,Q3_amr_core,pending,,,,
EPMC-0323,37821494,10.1038/s41598-023-44005-w,Large-scale genomic analyses with machine learning uncover predictive patterns associated with fungal phytopathogenic lifestyles and traits.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0324,37928215,10.1029/2023gh000877,Local and Environmental Reservoirs of <i>Salmonella enterica</i> After Hurricane Florence Flooding.,2023,,Q3_amr_core,pending,,,,
EPMC-0325,37833777,10.1186/s40168-023-01674-z,MGS2AMR: a gene-centric mining of metagenomic sequencing data for pathogens and their antimicrobial resistance profile.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0326,38002987,10.3390/genes14112044,Machine Learning Suggests That Small Size Helps Broaden Plasmid Host Range.,2023,,Q3_amr_core,pending,,,,
EPMC-0327,37630431,10.3390/microorganisms11081872,Machine Learning of the Whole Genome Sequence of <i>Mycobacterium tuberculosis</i>: A Scoping PRISMA-Based Review.,2023,,Q3_amr_core,pending,,,,
EPMC-0328,38274740,10.3389/fmicb.2023.1320312,Machine learning and feature extraction for rapid antimicrobial resistance prediction of <i>Acinetobacter baumannii</i> from whole-genome sequencing data.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0329,37563495,10.1038/s43016-023-00814-w,Machine learning and metagenomics reveal shared antimicrobial resistance profiles across multiple chicken farms and abattoirs in China.,2023,,Q3_amr_core,pending,,,,
EPMC-0330,38124060,10.1186/s12866-023-03147-7,Machine learning and phylogenetic analysis allow for predicting antibiotic resistance in M. tuberculosis.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0331,36630500,10.1126/sciadv.adc9130,Machine learning enables prediction of metabolic system evolution in bacteria.,2023,,Q3_amr_core,pending,,,,
EPMC-0332,38091365,10.1371/journal.pcbi.1011699,Machine learning identification of Pseudomonas aeruginosa strains from colony image data.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0333,36573759,10.1111/nyas.14549,Machine learning models for Neisseria gonorrhoeae antimicrobial susceptibility tests.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0334,37829445,10.3389/fmicb.2023.1227300,Machine learning strategy for identifying altered gut microbiomes for diagnostic screening in myasthenia gravis.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0335,,10.1101/2023.12.05.569565,Machine learning-based meta-analysis reveals gut microbiome alterations associated with Parkinson’s disease,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0336,36840604,10.1128/jcm.01431-22,Machine-Learning Model for Prediction of Cefepime Susceptibility in Escherichia coli from Whole-Genome Sequencing Data.,2023,,Q3_amr_core,pending,,,,
EPMC-0337,37633929,10.1186/s12014-023-09424-x,Mass spectrometry-based proteomics as an emerging tool in clinical laboratories.,2023,,Q3_amr_core,pending,,,,
EPMC-0338,36658630,10.1186/s13071-022-05604-0,Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry for differential identification of adult Schistosoma worms.,2023,,Q3_amr_core,pending,,,,
EPMC-0339,36760505,10.3389/fmicb.2023.1037845,Metagenome-assembled genomes indicate that antimicrobial resistance genes are highly prevalent among urban bacteria and multidrug and glycopeptide resistances are ubiquitous in most taxa.,2023,,Q3_amr_core,pending,,,,
EPMC-0340,37828586,10.1186/s13059-023-03056-y,Metagenome-wide analysis uncovers gut microbial signatures and implicates taxon-specific functions in end-stage renal disease.,2023,,Q3_amr_core,pending,,,,
EPMC-0341,37870180,10.1002/advs.202303925,Metagenomic Insight into The Global Dissemination of The Antibiotic Resistome.,2023,,Q3_amr_core,pending,,,,
EPMC-0342,37049457,10.3390/nu15071616,Metagenomic Sequencing Identified Specific Bacteriophage Signature Discriminating between Healthy and Diarrheal Neonatal Piglets.,2023,,Q3_amr_core,pending,,,,
EPMC-0343,37283932,10.3389/fmicb.2023.1130446,Metagenomic analysis reveals gut plasmids as diagnosis markers for colorectal cancer.,2023,,Q3_amr_core,pending,,,,
EPMC-0344,37297385,10.3390/foods12112140,Metagenomics: An Effective Approach for Exploring Microbial Diversity and Functions.,2023,,Q3_amr_core,pending,,,,
EPMC-0345,37908022,10.1186/s40168-023-01662-3,Microbial hitchhikers harbouring antimicrobial-resistance genes in the riverine plastisphere.,2023,,Q3_amr_core,pending,,,,
EPMC-0346,37954239,10.3389/fmicb.2023.1258775,Microclimate shapes the phylosymbiosis of rodent gut microbiota in Jordan's Great Rift Valley.,2023,,Q3_amr_core,pending,,,,
EPMC-0347,37516110,10.1016/j.chom.2023.07.001,Molecular de-extinction of ancient antimicrobial peptides enabled by machine learning.,2023,,Q3_amr_core,pending,,,,
EPMC-0348,38019122,10.1099/mgen.0.001140,Molecular epidemiology of &lt;i&gt;Streptococcus agalactiae&lt;/i&gt; in non-pregnant populations: a systematic review.,2023,,Q3_amr_core,pending,,,,
EPMC-0349,37641148,10.1186/s40168-023-01635-6,Multi-omics reveal microbial determinants impacting the treatment outcome of antidepressants in major depressive disorder.,2023,,Q3_amr_core,pending,,,,
EPMC-0350,38189540,10.1093/bib/bbad499,NanoDeep: a deep learning framework for nanopore adaptive sampling on microbial sequencing.,2023,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-0351,37441463,10.1002/mco2.316,Nanopore sequencing technology and its applications.,2023,,Q3_amr_core,pending,,,,
EPMC-0352,38052776,10.1038/s41467-023-43516-4,National genomic surveillance integrating standardized quantitative susceptibility testing clarifies antimicrobial resistance in Enterobacterales.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0353,38018967,10.1128/msystems.00643-23,Natural product biosynthetic potential reflects macroevolutionary diversification within a widely distributed bacterial taxon.,2023,,Q3_amr_core,pending,,,,
EPMC-0354,37055450,10.1038/s41598-023-32950-5,Neural network based integration of assays to assess pathogenic potential.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0355,37508427,10.3390/biology12070997,Next-Generation Sequencing Technology: Current Trends and Advancements.,2023,,Q3_amr_core,pending,,,,
EPMC-0356,38133241,10.3390/vetsci10120690,Next-Generation Sequencing for the Detection of Microbial Agents in Avian Clinical Samples.,2023,,Q3_amr_core,pending,,,,
EPMC-0357,37022167,10.1128/jcm.01805-22,Novel Clinical mNGS-Based Machine Learning Model for Rapid Antimicrobial Susceptibility Testing of Acinetobacter baumannii.,2023,,Q3_amr_core,pending,,,,
EPMC-0358,37630467,10.3390/microorganisms11081907,"Old Folks, Bad Boon: Antimicrobial Resistance in the Infant Gut Microbiome.",2023,,Q3_amr_core,pending,,,,
EPMC-0359,36624355,10.1007/s43440-022-00445-1,Opportunities and challenges in application of artificial intelligence in pharmacology.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0360,38153528,10.17305/bb.2023.9934,Oral microbiome-driven virulence factors: A novel approach to pancreatic cancer diagnosis.,2023,,Q3_amr_core,pending,,,,
EPMC-0361,37374901,10.3390/microorganisms11061398,PHERI-Phage Host ExploRation Pipeline.,2023,,Q3_amr_core,pending,,,,
EPMC-0362,37358412,10.1128/spectrum.04073-22,Pan-Genome-Wide Association Study of Serotype 19A Pneumococci Identifies Disease-Associated Genes.,2023,,Q3_amr_core,pending,,,,
EPMC-0363,37348862,10.1093/bioinformatics/btad400,Plasmid permissiveness of wastewater microbiomes can be predicted from 16S rRNA sequences by machine learning.,2023,,Q3_amr_core,pending,,,,
EPMC-0364,37698419,10.1128/spectrum.00609-23,Plasmid-mediated colistin resistance from fresh meat and slaughtered animals in the Czech Republic: nation-wide surveillance 2020-2021.,2023,,Q3_amr_core,pending,,,,
EPMC-0365,37972023,10.1371/journal.pone.0294433,Population structure of community-acquired extended-spectrum beta-lactamase producing Escherichia coli and methicillin resistant Staphylococcus aureus in a French region showed no difference between urban and rural areas.,2023,,Q3_amr_core,pending,,,,
EPMC-0366,36864029,10.1038/s41467-023-36633-7,Population-level impacts of antibiotic usage on the human gut microbiome.,2023,,Q3_amr_core,pending,,,,
EPMC-0367,39077036,10.1016/j.soh.2023.100047,Power of One Health: the first year of <i>Science in One Health</i>.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0368,37809128,10.7759/cureus.44825,Predicting Future Pandemics and Formulating Prevention Strategies: The Role of ChatGPT.,2023,,Q3_amr_core,pending,,,,
EPMC-0369,37314210,10.1128/msystems.00058-23,Predicting variable gene content in <i>Escherichia coli</i> using conserved genes.,2023,,Q3_amr_core,pending,,,,
EPMC-0370,37672526,10.1371/journal.pcbi.1011424,Predictive modeling of antibiotic eradication therapy success for new-onset Pseudomonas aeruginosa pulmonary infections in children with cystic fibrosis.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0371,,10.1101/2023.11.23.568453,Predictive phage therapy for  <i>Escherichia coli</i>  urinary tract infections: cocktail selection for therapy based on machine learning models,2023,,Q3_amr_core,pending,,,,
EPMC-0372,40642109,10.12688/f1000research.129064.3,Progress and challenges for the application of machine learning for neglected tropical diseases.,2023,,Q3_amr_core,pending,,,,
EPMC-0373,38282738,10.3389/fmicb.2023.1331233,ProkBERT family: genomic language models for microbiome applications.,2023,,Q3_amr_core,pending,,,,
EPMC-0374,,10.21203/rs.3.rs-3378915/v1,Quantitative measurement of antibiotic resistance in Mycobacterium tuberculosis reveals genetic determinants of resistance and susceptibility in a target gene approach,2023,,Q3_amr_core,pending,,,,
EPMC-0375,37991384,10.1128/mbio.02622-23,REC protein family expansion by the emergence of a new signaling pathway.,2023,,Q3_amr_core,pending,,,,
EPMC-0376,40303720,10.1155/2023/8649429,Rapid Discrimination of &lt;i&gt;Pseudomonas aeruginosa&lt;/i&gt; ST175 Isolates Involved in a Nosocomial Outbreak Using MALDI-TOF Mass Spectrometry and FTIR Spectroscopy Coupled with Machine Learning.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0377,38111645,10.3389/fmicb.2023.1297451,Rapid discrimination of <i>Bifidobacterium longum</i> subspecies based on MALDI-TOF MS and machine learning.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0378,36970678,10.3389/fmicb.2023.1101357,Rapid discrimination of <i>Shigella</i> spp. and <i>Escherichia coli via</i> label-free surface enhanced Raman spectroscopy coupled with machine learning algorithms.,2023,,Q3_amr_core,pending,,,,
EPMC-0379,37042517,10.7554/elife.84167,Rapid geographical source attribution of <i>Salmonella enterica</i> serovar Enteritidis genomes using hierarchical machine learning.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0380,38062105,10.1038/s41598-023-48929-1,Rapid monitoring of SARS-CoV-2 variants of concern through high-resolution melt analysis.,2023,,Q3_amr_core,pending,,,,
EPMC-0381,37322495,10.1186/s13073-023-01196-1,ReporTree: a surveillance-oriented tool to strengthen the linkage between pathogen genetic clusters and epidemiological data.,2023,,Q3_amr_core,pending,,,,
EPMC-0382,38057999,10.1177/15353702231209421,Review of machine learning and deep learning models for toxicity prediction.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0383,37515242,10.3390/v15071556,Risk Assessment of the Possible Intermediate Host Role of Pigs for Coronaviruses with a Deep Learning Predictor.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0384,36761957,10.3389/fonc.2023.1065402,"Role of artificial intelligence in risk prediction, prognostication, and therapy response assessment in colorectal cancer: current state and future directions.",2023,,Q3_amr_core,pending,,,,
EPMC-0385,,10.1101/2023.05.26.542489,SARS-CoV-2 lineage assignments using phylogenetic placement/UShER are superior to pangoLEARN machine learning method,2023,,Q3_amr_core,pending,,,,
EPMC-0386,37970066,10.12688/f1000research.139488.1,Scalable and versatile container-based pipelines for de novo genome assembly and bacterial annotation.,2023,,Q3_amr_core,pending,,,,
EPMC-0387,,10.1101/2023.05.05.23289554,"Scalable federated learning for emergency care using low cost microcomputing: Real-world, privacy preserving development and evaluation of a COVID-19 screening test in UK hospitals",2023,,Q3_amr_core,pending,,,,
EPMC-0388,36786388,10.1111/1751-7915.14222,Scientific novelty beyond the experiment.,2023,,Q3_amr_core,pending,,,,
EPMC-0389,37164985,10.1038/s41598-023-34643-5,Selecting antibacterial aptamers against the BamA protein in Pseudomonas aeruginosa by incorporating genetic algorithm to optimise computational screening method.,2023,,Q3_amr_core,pending,,,,
EPMC-0390,37998806,10.3390/antibiotics12111604,Silicon versus Superbug: Assessing Machine Learning's Role in the Fight against Antimicrobial Resistance.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0391,37052589,10.1099/mgen.0.000981,Single nucleotide variants in <i>Pseudomonas aeruginosa</i> populations from sputum correlate with baseline lung function and predict disease progression in individuals with cystic fibrosis.,2023,,Q3_amr_core,pending,,,,
EPMC-0392,36707725,10.1038/s41579-023-00852-y,Staphylococcus aureus host interactions and adaptation.,2023,,Q3_amr_core,pending,,,,
EPMC-0393,38113208,10.1371/journal.pcbi.1011705,Statistical prediction of microbial metabolic traits from genomes.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0394,37081217,10.1038/s43705-023-00240-w,Swine farm groundwater is a hidden hotspot for antibiotic-resistant pathogenic Acinetobacter.,2023,,Q3_amr_core,pending,,,,
EPMC-0395,37424042,10.1002/advs.202301980,Tackling Soil ARG-Carrying Pathogens with Global-Scale Metagenomics.,2023,,Q3_amr_core,pending,,,,
EPMC-0396,37099616,10.1099/mgen.0.001008,Taking hospital pathogen surveillance to the next level.,2023,,Q3_amr_core,pending,,,,
EPMC-0397,37874143,10.1128/spectrum.02520-23,Targeted metagenomic assessment reflects critical colonization in battlefield injuries.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0398,38046097,10.1093/bioadv/vbad165,TaxaHFE: a machine learning approach to collapse microbiome datasets using taxonomic structure.,2023,,Q3_amr_core,pending,,,,
EPMC-0399,37185345,10.1038/s41467-023-38110-7,Teasing out missing reactions in genome-scale metabolic networks through hypergraph learning.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0400,37347768,10.1371/journal.pcbi.1011129,Ten simple rules for the sharing of bacterial genotype-Phenotype data on antimicrobial resistance.,2023,,Q3_amr_core,pending,,,,
EPMC-0401,36960290,10.3389/fmicb.2023.1060891,The &lt;i&gt;K&lt;/i&gt;-mer antibiotic resistance gene variant analyzer (KARGVA).,2023,,Q3_amr_core,pending,,,,
EPMC-0402,37900966,10.20411/pai.v8i1.597,The Evolution of Diagnostic Techniques in the Paleopathology of Tuberculosis: A Scoping Review.,2023,,Q3_amr_core,pending,,,,
EPMC-0403,37047466,10.3390/ijms24076491,The Landscape of Global Ocean Microbiome: From Bacterioplankton to Biofilms.,2023,,Q3_amr_core,pending,,,,
EPMC-0404,37367481,10.3390/jdb11020027,The Lost and Found: Unraveling the Functions of Orphan Genes.,2023,,Q2_block_holdout_focus,pending,,,,
EPMC-0405,37759191,10.1186/s12864-023-09643-4,The NIH Comparative Genomics Resource: addressing the promises and challenges of comparative genomics on human health.,2023,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-0406,37576785,10.1177/11769343231191481,The Pan-Genomic Analysis of <i>Corynebacterium striatum</i> Revealed its Genetic Characteristics as an Emerging Multidrug-Resistant Pathogen.,2023,,Q3_amr_core,pending,,,,
EPMC-0407,37763971,10.3390/microorganisms11092127,The Silent Threat: Antimicrobial-Resistant Pathogens in Food-Producing Animals and Their Impact on Public Health.,2023,,Q3_amr_core,pending,,,,
EPMC-0408,37843883,10.1099/mgen.0.001116,The advantage of intergenic regions as genomic features for machine-learning-based host attribution of &lt;i&gt;Salmonella&lt;/i&gt; Typhimurium from the USA.,2023,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-0409,37553611,10.1186/s40246-023-00522-3,The application of long-read sequencing in clinical settings.,2023,,Q3_amr_core,pending,,,,
EPMC-0410,37531401,10.1371/journal.pgen.1010842,The bacterial genetic determinants of Escherichia coli capacity to cause bloodstream infections in humans.,2023,,Q3_amr_core,pending,,,,
EPMC-0411,37325804,10.1093/emph/eoad012,The evolution of antibiotic resistance in an incurable and ultimately fatal infection: A retrospective case study.,2023,,Q3_amr_core,pending,,,,
